LotFrontage,LotArea,Alley,LotConfig,LandSlope,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,isNew,YearRemodAdd,RoofStyle,RoofMatl,ExterQual,ExterCond,Foundation,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,firstFlrSF,secondFlrSF,GrLivArea,BsmtQual,BsmtCond,BsmtExposure,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageCars,hasGarage,GarageArea,GarageCond,WoodDeckSF,Nr.Ring,OpenPorchSF,PoolQC,Fence,MiscFeature,MoSold,YrSold,SalePrice
34.0,3230,Pave,Inside,Gtl,Somerst,TwnhsE,2Story,6,5,1999,False,1999,Gable,CompShg,TA,TA,PConc,729,GasA,Gd,Y,SBrkr,742,729,1471,Gd,TA,No,0,2,1,3,TA,6,0,,2,True,440,TA,0,2,24,,,,3,2009,172500
68.0,10769,,Inside,Gtl,CollgCr,1Fam,2Story,8,5,2007,True,2007,Gable,CompShg,Gd,TA,PConc,866,GasA,Ex,Y,SBrkr,866,902,1768,Gd,TA,Av,0,2,1,3,Gd,7,0,,2,True,578,TA,144,2,105,,,,4,2009,212000
,11616,,CulDSac,Gtl,Sawyer,1Fam,2Story,6,5,1978,False,1978,Hip,CompShg,TA,TA,CBlock,672,GasA,TA,Y,SBrkr,672,714,1386,TA,TA,Mn,0,2,1,3,TA,6,1,TA,2,True,440,TA,335,2,0,,GdPrv,,4,2010,158900
24.0,2280,Pave,Inside,Gtl,Somerst,Twnhs,2Story,7,5,1999,False,1999,Gable,CompShg,TA,TA,PConc,744,GasA,Gd,Y,SBrkr,757,744,1501,Gd,TA,No,0,2,1,3,TA,6,0,,2,True,440,TA,0,2,0,,,,8,2008,179400
65.0,12257,,Inside,Gtl,NoRidge,1Fam,2Story,8,5,1995,False,1995,Gable,CompShg,Gd,TA,PConc,1318,GasA,Ex,Y,SBrkr,1328,1203,2531,Gd,TA,Av,0,2,1,4,Gd,9,1,TA,3,True,752,TA,222,2,98,,,,11,2007,290000
70.0,9100,,Inside,Gtl,NAmes,1Fam,1Story,6,6,1959,False,1959,Hip,CompShg,TA,TA,CBlock,864,GasA,Ex,Y,SBrkr,864,0,864,TA,TA,No,0,1,0,2,TA,5,0,,1,True,300,Ex,0,2,0,,,Shed,10,2009,127500
60.0,6911,,FR2,Gtl,BrkSide,1Fam,1Story,5,5,1924,False,1950,Gable,CompShg,TA,TA,PConc,1145,GasA,TA,Y,SBrkr,1301,0,1301,TA,TA,Mn,0,1,0,2,Fa,5,0,,2,True,440,TA,0,2,0,,,,10,2009,100000
72.0,8640,,Inside,Gtl,Somerst,1Fam,2Story,7,5,2009,True,2009,Gable,CompShg,TA,TA,PConc,756,GasA,Ex,Y,SBrkr,764,783,1547,Gd,TA,Mn,0,2,1,3,Gd,7,0,,2,True,614,TA,169,2,45,,,,6,2010,215200
82.0,9430,,Inside,Gtl,NoRidge,1Fam,2Story,8,5,1999,False,1999,Gable,CompShg,Gd,TA,PConc,1252,GasA,Ex,Y,SBrkr,1268,1097,2365,Gd,TA,Mn,1,2,1,3,Gd,8,1,Gd,3,True,856,TA,0,2,128,,,,7,2009,337000
30.0,9549,,CulDSac,Gtl,Veenker,TwnhsE,1Story,8,5,1995,False,1996,Hip,CompShg,Gd,Gd,PConc,1494,GasA,Ex,Y,SBrkr,1494,0,1494,Gd,Gd,Av,1,1,1,2,Ex,6,1,Gd,2,True,481,TA,0,2,30,,,,4,2006,270000
75.0,14587,,Inside,Gtl,Somerst,1Fam,1Story,9,5,2008,True,2008,Gable,CompShg,Gd,TA,PConc,1498,GasA,Ex,Y,SBrkr,1506,0,1506,Gd,TA,No,0,2,0,2,Ex,6,1,Gd,2,True,592,TA,0,2,174,,,,8,2008,264132
80.0,10421,,Inside,Gtl,NWAmes,1Fam,2Story,7,5,1988,False,1988,Gable,CompShg,TA,TA,CBlock,980,GasA,TA,Y,SBrkr,980,734,1714,Gd,TA,No,0,2,1,3,TA,7,1,TA,2,True,496,TA,228,2,66,,MnPrv,Shed,3,2010,196500
75.0,12508,,Inside,Gtl,Mitchel,1Fam,1.5Fin,6,7,1940,False,1985,Gable,CompShg,TA,TA,CBlock,983,GasA,Ex,Y,SBrkr,983,767,1750,Gd,TA,Mn,1,2,0,4,TA,7,0,,1,True,423,TA,245,2,0,,,Shed,7,2008,160000
70.0,9100,,Inside,Gtl,CollgCr,1Fam,1Story,7,5,2004,True,2005,Hip,CompShg,Gd,TA,PConc,1860,GasA,Ex,Y,SBrkr,1836,0,1836,Gd,TA,No,0,2,0,3,Gd,8,1,Gd,2,True,484,TA,120,2,33,,,,10,2006,216837
47.0,53504,,CulDSac,Mod,StoneBr,1Fam,2Story,8,5,2003,True,2003,Hip,CompShg,Ex,TA,PConc,1650,GasA,Ex,Y,SBrkr,1690,1589,3279,Gd,TA,Gd,1,3,1,4,Ex,12,1,Gd,3,True,841,TA,503,2,36,,,,6,2010,538000
,7252,,CulDSac,Gtl,Sawyer,1Fam,SFoyer,5,5,1982,False,1982,Hip,CompShg,TA,TA,CBlock,858,GasA,TA,Y,SBrkr,858,0,858,Gd,TA,Av,1,1,0,2,TA,5,0,,2,True,576,TA,120,2,0,,,,4,2009,134900
67.0,8877,,Inside,Gtl,Edwards,1Fam,1Story,4,5,1951,False,1951,Gable,CompShg,TA,TA,CBlock,836,GasA,TA,Y,FuseF,1220,0,1220,Fa,Fa,No,0,1,0,2,TA,6,0,,2,True,396,TA,0,2,0,,,,4,2006,102000
94.0,7819,,Inside,Gtl,Edwards,1Fam,SLvl,6,5,1976,False,1976,Gable,CompShg,TA,TA,CBlock,1029,GasA,TA,Y,SBrkr,1117,0,1117,TA,TA,Av,1,1,0,3,TA,6,1,TA,2,True,672,TA,144,2,0,,MnPrv,,3,2010,107000
70.0,10150,,Inside,Gtl,NAmes,1Fam,1Story,5,5,1958,False,1958,Gable,CompShg,TA,TA,CBlock,912,GasA,Ex,Y,FuseA,912,0,912,TA,TA,No,0,1,0,2,TA,5,0,,1,True,275,TA,0,2,0,,,,7,2007,114500
110.0,14226,,Corner,Gtl,NridgHt,1Fam,1Story,8,5,2006,True,2006,Hip,CompShg,Gd,TA,PConc,1935,GasA,Gd,Y,SBrkr,1973,0,1973,Gd,TA,Av,0,2,0,3,Gd,9,1,Gd,3,True,895,TA,315,2,45,,,,7,2007,395000
32.0,4500,,FR2,Gtl,Mitchel,TwnhsE,1Story,6,5,1998,False,1998,Hip,CompShg,TA,TA,PConc,1204,GasA,Ex,Y,SBrkr,1204,0,1204,Ex,TA,No,1,2,0,2,TA,5,0,,2,True,412,TA,0,2,247,,,,6,2009,162000
86.0,11210,,Inside,Gtl,CollgCr,1Fam,1Story,7,5,2005,True,2006,Gable,CompShg,Gd,TA,PConc,1614,GasA,Ex,Y,SBrkr,1614,0,1614,Gd,TA,Av,0,2,0,3,Gd,7,0,,3,True,865,TA,144,2,59,,,,7,2006,221500
100.0,13350,,Inside,Gtl,Sawyer,1Fam,1Story,5,5,1974,False,1974,Hip,CompShg,TA,TA,CBlock,864,GasA,TA,Y,SBrkr,894,0,894,TA,TA,No,1,1,0,3,TA,5,1,Fa,2,True,440,TA,241,2,0,,MnPrv,,6,2006,142500
60.0,8400,,Inside,Gtl,SawyerW,Duplex,1Story,5,5,1977,False,1977,Gable,CompShg,TA,TA,Slab,0,GasA,TA,Y,SBrkr,2020,0,2020,,,,0,2,0,4,TA,10,2,TA,2,True,630,TA,0,2,0,,,,10,2007,144000
78.0,10530,,Inside,Gtl,Mitchel,Duplex,SFoyer,6,5,1977,False,1977,Gable,CompShg,TA,TA,CBlock,975,GasA,TA,Y,SBrkr,1004,0,1004,Gd,TA,Gd,1,1,0,2,TA,4,0,,2,True,504,TA,0,2,0,,,,5,2006,135000
63.0,7875,,Inside,Gtl,Gilbert,1Fam,1Story,7,5,1995,False,1996,Gable,CompShg,TA,TA,PConc,1237,GasA,Gd,Y,SBrkr,1253,0,1253,Gd,Gd,No,0,2,0,3,TA,6,1,TA,2,True,402,TA,220,2,21,,,,6,2007,176000
65.0,7153,,Inside,Gtl,SawyerW,1Fam,2Story,6,5,1992,False,1992,Gable,CompShg,Gd,Gd,PConc,761,GasA,Ex,Y,SBrkr,810,793,1603,Gd,TA,No,0,2,1,3,Gd,7,0,,2,True,484,TA,0,2,124,,,,7,2006,175900
67.0,16285,,Inside,Gtl,CollgCr,1Fam,1Story,7,5,2001,True,2002,Gable,CompShg,Gd,TA,PConc,1413,GasA,Ex,Y,SBrkr,1430,0,1430,Gd,TA,No,0,2,0,3,Gd,6,0,,2,True,605,TA,0,2,33,,,,6,2009,187100
,9101,,Corner,Gtl,Mitchel,1Fam,SFoyer,5,6,1978,False,1978,Gable,CompShg,TA,Gd,PConc,1097,GasA,Ex,Y,SBrkr,1110,0,1110,Gd,TA,Av,1,1,0,1,Gd,4,1,TA,2,True,602,TA,303,2,30,,,,7,2009,165500
35.0,6300,Grvl,Inside,Gtl,OldTown,1Fam,2.5Unf,6,6,1914,False,2001,Gable,CompShg,TA,TA,CBlock,742,GasA,Ex,Y,SBrkr,742,742,1484,TA,TA,No,0,2,0,3,TA,9,1,Gd,0,False,0,,0,2,291,,,,6,2008,128000
,9790,,Inside,Gtl,NWAmes,1Fam,1Story,6,5,1967,False,1967,Gable,CompShg,TA,TA,CBlock,1372,GasA,TA,Y,SBrkr,1342,0,1342,TA,TA,No,0,2,0,3,TA,7,1,Gd,2,True,457,TA,0,2,0,,,,9,2009,161500
60.0,10800,,Inside,Gtl,OldTown,1Fam,1.5Fin,5,6,1915,False,1950,Gable,CompShg,TA,Gd,PConc,686,GasA,TA,Y,SBrkr,966,686,1652,Fa,TA,No,1,2,0,4,TA,7,0,,1,True,416,TA,0,2,0,,,Shed,6,2010,139000
76.0,10142,,Inside,Gtl,SawyerW,1Fam,2Story,7,5,2004,True,2004,Gable,CompShg,Gd,TA,PConc,956,GasA,Ex,Y,SBrkr,956,1128,2084,Gd,TA,No,1,2,1,4,Gd,8,0,,2,True,618,TA,0,2,45,,,,1,2010,233000
50.0,6000,,Corner,Gtl,OldTown,1Fam,1Story,4,7,1954,False,2000,Gable,CompShg,TA,TA,CBlock,901,GasA,Ex,Y,SBrkr,901,0,901,TA,TA,No,0,1,0,2,TA,4,0,,1,True,281,TA,0,2,0,,,,8,2008,107900
,12205,,Inside,Gtl,ClearCr,1Fam,2Story,6,8,1966,False,2007,Gable,CompShg,TA,TA,CBlock,832,GasA,Gd,Y,SBrkr,976,1111,2087,TA,Fa,Gd,0,2,1,5,Gd,9,0,,2,True,444,TA,133,2,168,,,,7,2007,187500
43.0,3182,,Inside,Gtl,Blmngtn,TwnhsE,1Story,7,5,2005,True,2006,Gable,CompShg,Gd,TA,PConc,1145,GasA,Ex,Y,SBrkr,1145,0,1145,Gd,TA,No,0,2,0,2,Gd,5,1,Gd,2,True,397,TA,100,2,16,,,,9,2009,160200
,11333,,Corner,Gtl,Mitchel,1Fam,SLvl,6,5,1976,False,1976,Gable,CompShg,TA,TA,PConc,1029,GasA,TA,Y,SBrkr,1062,0,1062,Gd,TA,Av,1,1,0,3,TA,5,2,TA,2,True,539,TA,120,2,0,,,,5,2007,146800
92.0,9920,,CulDSac,Gtl,NoRidge,1Fam,2Story,7,5,1996,False,1997,Gable,CompShg,Gd,TA,PConc,1117,GasA,Ex,Y,SBrkr,1127,886,2013,Gd,TA,Av,1,2,1,3,TA,8,1,TA,2,True,455,TA,180,2,130,,,,6,2007,269790
76.0,9158,,Inside,Gtl,Somerst,1Fam,1Story,8,5,2007,True,2007,Gable,CompShg,Gd,TA,PConc,1496,GasA,Ex,Y,SBrkr,1496,0,1496,Gd,TA,Av,0,2,0,3,Gd,7,0,,2,True,474,TA,168,2,130,,,,6,2007,225000
,10832,,Corner,Gtl,Gilbert,1Fam,2Story,7,5,1994,False,1996,Gable,CompShg,Gd,TA,PConc,712,GasA,Ex,Y,SBrkr,1086,809,1895,Gd,TA,No,0,2,1,3,Gd,7,1,TA,2,True,409,TA,143,2,46,,,Shed,10,2008,194500
70.0,8400,,Inside,Gtl,SawyerW,1Fam,2Story,6,6,1980,False,1981,Gable,CompShg,TA,TA,CBlock,650,GasA,TA,Y,SBrkr,888,676,1564,Gd,TA,No,0,2,1,3,TA,7,1,TA,2,True,476,TA,0,2,50,,MnPrv,,4,2010,171000
71.0,8197,,Inside,Gtl,Sawyer,1Fam,1Story,6,5,1977,False,1977,Gable,CompShg,TA,TA,CBlock,660,GasA,Ex,Y,SBrkr,1285,0,1285,TA,TA,No,0,1,1,3,TA,7,1,TA,2,True,528,TA,138,2,0,,MnPrv,,4,2007,143500
57.0,7677,,Inside,Gtl,NAmes,1Fam,1Story,5,5,1953,False,1953,Gable,CompShg,TA,TA,CBlock,773,GasA,Gd,Y,SBrkr,773,0,773,TA,TA,No,0,1,0,2,TA,4,0,,1,True,240,TA,0,2,0,,,,4,2008,110000
104.0,13518,,Inside,Gtl,NridgHt,1Fam,2Story,9,5,2008,True,2009,Hip,CompShg,Ex,TA,PConc,1926,GasA,Ex,Y,SBrkr,1966,1174,3140,Ex,TA,No,0,3,1,4,Ex,11,2,Gd,3,True,820,TA,144,2,78,,,,7,2009,485000
60.0,7200,,Corner,Gtl,SWISU,1Fam,1.5Fin,5,7,1937,False,1950,Gable,CompShg,TA,TA,BrkTil,731,GasA,Ex,Y,SBrkr,981,787,1768,Gd,TA,No,1,1,1,3,Gd,7,2,TA,1,True,240,TA,0,2,0,,MnPrv,,6,2007,175000
79.0,12798,,Inside,Mod,ClearCr,1Fam,2Story,6,5,1997,False,1997,Gable,CompShg,TA,TA,PConc,616,GasA,Gd,Y,SBrkr,616,1072,1688,Gd,TA,Gd,1,2,1,4,Gd,8,0,,2,True,603,TA,403,2,114,,,Shed,5,2008,200000
40.0,4800,,Inside,Gtl,IDOTRR,1Fam,1Story,4,7,1916,False,1990,Gable,CompShg,TA,TA,CBlock,1196,GasA,Ex,Y,FuseA,1196,0,1196,TA,TA,No,1,1,0,2,TA,5,0,,2,True,440,TA,0,2,0,,,,7,2007,109900
63.0,8199,,Inside,Gtl,CollgCr,1Fam,2Story,7,5,2005,True,2005,Gable,CompShg,Gd,TA,PConc,728,GasA,Ex,Y,SBrkr,728,728,1456,Gd,TA,Av,1,2,1,3,Gd,7,1,Gd,2,True,410,TA,36,2,18,,,,10,2008,189000
107.0,13891,,Inside,Gtl,NridgHt,1Fam,2Story,9,5,2008,True,2009,Hip,CompShg,Ex,TA,PConc,1734,GasA,Ex,Y,SBrkr,1734,1088,2822,Ex,TA,Gd,0,3,1,4,Ex,12,1,Gd,3,True,1020,TA,52,2,170,,,,1,2009,582933
75.0,9000,,Inside,Gtl,NAmes,1Fam,1Story,5,5,1954,False,1954,Gable,CompShg,TA,TA,CBlock,936,GasA,TA,Y,SBrkr,1128,0,1128,TA,TA,No,0,1,0,2,TA,5,0,,1,True,286,TA,0,2,0,,GdWo,,6,2006,118000
91.0,12274,,FR2,Gtl,Somerst,1Fam,1Story,7,5,2008,True,2008,Gable,CompShg,Gd,TA,PConc,1417,GasA,Ex,Y,SBrkr,1428,0,1428,Gd,TA,No,0,2,0,3,Ex,6,0,,2,True,554,TA,0,2,60,,,,7,2008,227680
75.0,9750,,Inside,Gtl,NAmes,1Fam,SLvl,5,5,1967,False,1967,Gable,CompShg,TA,TA,PConc,980,GasA,Gd,Y,SBrkr,980,0,980,TA,TA,Av,0,2,0,3,TA,6,0,,1,True,384,TA,68,2,0,,,,10,2006,135500
144.0,21384,,Inside,Gtl,BrkSide,1Fam,2Story,5,6,1923,False,2004,Gable,CompShg,TA,TA,CBlock,1324,GasA,Ex,Y,SBrkr,1072,504,1576,TA,TA,Gd,2,1,1,3,Gd,6,1,TA,2,True,528,TA,0,2,312,,,,5,2009,223500
85.0,13400,,Inside,Gtl,NAmes,1Fam,SLvl,5,5,1966,False,1966,Gable,CompShg,TA,TA,CBlock,1024,GasA,TA,Y,SBrkr,1086,0,1086,TA,TA,Av,1,1,0,3,TA,6,1,Gd,2,True,484,TA,0,2,0,,GdWo,,6,2006,159950
90.0,8100,,Corner,Gtl,OldTown,1Fam,2.5Unf,5,5,1898,False,1965,Hip,CompShg,TA,TA,PConc,849,GasA,TA,N,FuseA,1075,1063,2138,TA,TA,No,0,2,0,2,TA,11,0,,2,True,360,Po,40,2,156,,MnPrv,,11,2009,106000
78.0,10140,,Inside,Gtl,NWAmes,1Fam,1Story,6,6,1974,False,1999,Hip,CompShg,TA,TA,CBlock,1040,GasA,Fa,Y,SBrkr,1309,0,1309,TA,TA,No,1,1,1,3,Gd,5,1,Fa,2,True,484,TA,265,2,0,Fa,GdPrv,,1,2006,181000
,4438,,Inside,Gtl,CollgCr,TwnhsE,1Story,6,5,2004,True,2004,Gable,CompShg,Gd,TA,PConc,848,GasA,Ex,Y,SBrkr,848,0,848,Gd,TA,Gd,1,1,0,1,Gd,4,1,Gd,2,True,420,TA,140,2,0,,,,6,2008,144500
66.0,8712,,Inside,Mod,IDOTRR,1Fam,1Story,5,5,1952,False,1952,Hip,CompShg,Fa,TA,CBlock,540,GasA,TA,N,FuseA,1044,0,1044,TA,TA,Av,0,1,0,2,Fa,4,0,,2,True,504,TA,0,2,0,,,Shed,6,2010,55993
75.0,9750,,Inside,Gtl,NAmes,1Fam,1Story,6,6,1958,False,1958,Gable,CompShg,TA,TA,CBlock,1442,GasA,Gd,Y,SBrkr,1442,0,1442,TA,TA,No,0,1,1,4,TA,7,0,,1,True,301,TA,0,2,0,,,Shed,4,2007,157900
45.0,8248,Grvl,Inside,Gtl,Edwards,1Fam,1.5Fin,5,7,1918,False,1950,Gable,CompShg,TA,TA,BrkTil,686,GasW,Gd,Y,SBrkr,686,564,1250,TA,TA,No,0,1,1,3,Fa,7,0,,1,True,280,TA,207,2,0,,,,7,2006,116000
48.0,12137,,CulDSac,Gtl,CollgCr,1Fam,1Story,7,5,1998,False,1998,Gable,CompShg,TA,TA,PConc,1649,GasA,Ex,Y,SBrkr,1661,0,1661,Gd,TA,No,0,2,0,3,Gd,6,0,,2,True,598,TA,0,2,34,,,,5,2010,224900
,11425,,Corner,Gtl,NAmes,1Fam,1Story,5,6,1954,False,1954,Gable,CompShg,TA,TA,CBlock,1008,GasA,Gd,Y,SBrkr,1008,0,1008,TA,TA,No,0,1,0,2,TA,4,1,Gd,1,True,275,TA,0,2,0,,,,7,2006,137000
,13265,,CulDSac,Gtl,Mitchel,1Fam,1Story,8,5,2002,True,2002,Hip,CompShg,Gd,TA,PConc,1568,GasA,Ex,Y,SBrkr,1689,0,1689,Gd,TA,No,1,2,0,3,Gd,7,2,Gd,3,True,857,TA,150,2,59,,,,7,2008,271000
80.0,8816,,Inside,Gtl,ClearCr,1Fam,SLvl,6,7,1971,False,1971,Gable,CompShg,TA,TA,CBlock,1010,GasA,Gd,Y,SBrkr,1052,0,1052,TA,TA,Av,1,1,0,3,TA,6,0,,2,True,440,TA,0,2,0,,MnPrv,,6,2010,155000
44.0,6371,,Inside,Gtl,NridgHt,TwnhsE,1Story,7,5,2009,True,2010,Gable,CompShg,Gd,TA,PConc,1358,GasA,Ex,Y,SBrkr,1358,0,1358,Gd,TA,Mn,1,2,0,2,Gd,6,1,Gd,2,True,484,TA,192,2,35,,,,6,2010,224000
72.0,7226,,CulDSac,Gtl,CollgCr,1Fam,2Story,7,5,2003,True,2003,Gable,CompShg,Gd,TA,PConc,798,GasA,Ex,Y,SBrkr,798,842,1640,Gd,TA,No,0,2,1,3,Gd,6,0,,2,True,595,TA,0,2,45,,,,6,2008,183000
60.0,6000,Pave,Inside,Mod,OldTown,2fmCon,1Story,4,4,1953,False,1953,Gable,CompShg,Fa,TA,CBlock,936,GasA,TA,N,SBrkr,936,0,936,Fa,TA,No,0,1,0,2,TA,4,0,,2,True,576,TA,0,2,32,,,,2,2009,93000
,12394,,Corner,Gtl,Gilbert,1Fam,2Story,7,5,2003,True,2003,Gable,CompShg,Gd,TA,PConc,847,GasA,Ex,Y,SBrkr,847,886,1733,Gd,TA,Gd,0,2,1,3,Gd,7,1,Gd,2,True,433,TA,100,2,48,,,,10,2007,225000
60.0,9900,,Inside,Gtl,SWISU,1Fam,1.5Fin,6,7,1940,False,1950,Gable,CompShg,TA,TA,BrkTil,778,GasA,TA,Y,SBrkr,944,545,1489,TA,TA,No,0,2,0,3,TA,7,1,Gd,1,True,240,TA,335,2,0,,GdWo,,7,2009,139500
81.0,11216,,Inside,Gtl,Somerst,1Fam,1Story,8,5,2006,True,2006,Gable,CompShg,Gd,TA,PConc,1489,GasA,Ex,Y,SBrkr,1489,0,1489,Gd,Gd,No,0,2,0,3,Gd,7,1,Gd,2,True,776,TA,0,2,140,,,,6,2006,232600
114.0,14803,,Inside,Gtl,NridgHt,1Fam,1Story,10,5,2007,True,2008,Hip,CompShg,Ex,TA,PConc,2078,GasA,Ex,Y,SBrkr,2084,0,2084,Ex,TA,Av,1,2,0,2,Ex,7,1,Gd,3,True,1220,TA,188,2,45,,,,6,2008,385000
50.0,6130,,Inside,Gtl,BrkSide,1Fam,1.5Unf,5,6,1924,False,1950,Gable,CompShg,TA,TA,BrkTil,784,GasA,Gd,Y,SBrkr,784,0,784,TA,TA,No,1,1,0,2,Gd,5,0,,0,False,0,,0,2,0,,,,5,2008,109500
65.0,8529,,Inside,Gtl,SawyerW,1Fam,1Story,7,5,2001,True,2001,Gable,CompShg,Gd,TA,PConc,1454,GasA,Ex,Y,SBrkr,1434,0,1434,Gd,TA,No,0,2,0,3,Gd,6,1,TA,2,True,527,TA,290,2,39,,,,4,2009,189000
,28698,,CulDSac,Sev,ClearCr,1Fam,2Story,5,5,1967,False,1967,Flat,Tar&Grv,TA,TA,PConc,1013,GasA,TA,Y,SBrkr,1160,966,2126,TA,Gd,Gd,0,2,1,3,TA,7,0,,2,True,538,TA,486,2,0,,,,6,2009,185000
24.0,2544,Pave,Inside,Gtl,Somerst,Twnhs,2Story,7,5,2005,True,2005,Gable,CompShg,Gd,TA,PConc,600,GasA,Ex,Y,SBrkr,520,623,1223,Gd,TA,No,0,2,1,2,Gd,4,0,,2,True,480,TA,0,2,166,,,,7,2006,147400
80.0,11900,,Corner,Gtl,NAmes,1Fam,1Story,6,5,1957,False,1957,Gable,CompShg,TA,TA,CBlock,1392,GasA,TA,Y,FuseA,1392,0,1392,TA,TA,No,1,1,1,3,TA,6,2,Gd,2,True,458,TA,0,2,0,,,,6,2008,166000
30.0,3180,Pave,Inside,Gtl,Somerst,TwnhsE,2Story,7,5,2005,True,2005,Gable,CompShg,TA,TA,PConc,600,GasA,Ex,Y,SBrkr,520,600,1200,Gd,TA,No,0,2,1,2,Gd,4,0,,2,True,480,TA,0,2,166,,,,6,2006,151000
44.0,9548,,CulDSac,Gtl,CollgCr,1Fam,2Story,7,6,2003,True,2003,Gable,CompShg,Gd,TA,PConc,941,GasA,Ex,Y,SBrkr,941,888,1829,Gd,TA,No,1,2,1,3,Gd,7,1,TA,2,True,613,TA,192,2,39,,,,1,2010,237000
100.0,10004,,Inside,Gtl,NAmes,1Fam,1Story,6,6,1964,False,1964,Gable,CompShg,TA,TA,CBlock,1516,GasA,TA,Y,SBrkr,1516,0,1516,TA,TA,No,0,1,1,3,TA,6,0,,2,True,472,TA,0,2,0,,,,2,2009,167000
75.0,7875,,Inside,Gtl,NAmes,1Fam,1Story,5,6,1961,False,1961,Gable,CompShg,TA,TA,CBlock,1144,GasA,Gd,Y,SBrkr,1144,0,1144,TA,TA,No,1,1,0,3,TA,6,0,,2,True,456,TA,0,2,0,,GdWo,,9,2008,139950
60.0,9600,,Inside,Gtl,Sawyer,1Fam,1Story,4,7,1950,False,1995,Gable,CompShg,TA,TA,CBlock,1067,GasA,TA,Y,SBrkr,1067,0,1067,Gd,TA,No,0,2,0,2,Gd,4,0,,2,True,436,TA,290,2,0,,,,2,2010,128000
90.0,8100,Pave,Inside,Gtl,OldTown,1Fam,1Story,5,6,1948,False,1973,Gable,CompShg,TA,TA,BrkTil,1559,GasA,Gd,Y,SBrkr,1559,0,1559,TA,TA,No,1,1,0,2,TA,5,0,,2,True,812,TA,0,2,116,,GdWo,,6,2007,153500
21.0,1680,,Inside,Gtl,BrDale,Twnhs,2Story,6,5,1973,False,1973,Gable,CompShg,TA,TA,CBlock,483,GasA,TA,Y,SBrkr,483,504,987,TA,TA,No,1,1,1,2,TA,5,0,,1,True,264,TA,0,2,0,,,,11,2008,100000
75.0,9525,,Inside,Gtl,CollgCr,1Fam,1Story,5,6,1995,False,2006,Gable,CompShg,TA,TA,PConc,1099,GasA,Ex,Y,SBrkr,1099,0,1099,Gd,TA,No,0,1,1,3,Gd,6,0,,1,True,352,TA,278,2,0,,,,6,2008,144000
70.0,11767,,Inside,Gtl,Edwards,1Fam,1.5Fin,5,6,1946,False,1995,Gable,CompShg,TA,TA,CBlock,768,GasA,Ex,Y,SBrkr,768,432,1200,TA,TA,No,0,1,0,3,TA,6,0,,1,True,240,TA,0,2,0,,,,5,2008,130500
,12155,,Inside,Gtl,SWISU,1Fam,2Story,6,8,1925,False,1950,Gable,CompShg,TA,TA,BrkTil,672,GasA,TA,N,SBrkr,810,672,1482,TA,TA,No,0,2,0,4,Fa,7,0,,1,True,400,TA,0,2,0,,,,3,2008,140000
60.0,10440,Grvl,Inside,Gtl,OldTown,1Fam,2Story,5,8,1904,False,2002,Gable,CompShg,TA,TA,PConc,650,GasA,Gd,Y,SBrkr,958,581,1539,TA,TA,No,0,2,0,3,Gd,8,1,Po,2,True,686,TA,70,2,78,,,,6,2008,157500
82.0,9020,,Inside,Gtl,NAmes,1Fam,SLvl,6,7,1966,False,1966,Gable,CompShg,TA,TA,CBlock,1127,GasA,TA,Y,SBrkr,1165,0,1165,TA,TA,Gd,1,1,1,3,TA,6,0,,2,True,490,Gd,0,2,129,,GdPrv,,5,2008,174900
80.0,8000,,Corner,Gtl,NAmes,Duplex,1Story,5,4,1961,False,1961,Gable,CompShg,TA,TA,CBlock,1800,GasA,Ex,N,SBrkr,1800,0,1800,TA,TA,No,0,2,0,6,TA,10,0,,0,False,0,,0,2,0,,,,7,2007,141000
100.0,12665,Grvl,Inside,Gtl,OldTown,1Fam,1.5Fin,5,8,1915,False,1950,Gable,CompShg,TA,TA,BrkTil,876,GasA,Gd,Y,SBrkr,876,540,1416,TA,TA,Mn,0,1,1,4,TA,7,1,Gd,3,True,720,TA,418,2,0,,,,6,2008,153900
,16647,,CulDSac,Gtl,Sawyer,1Fam,SFoyer,5,5,1975,False,1981,Gable,CompShg,TA,TA,CBlock,1390,GasA,TA,Y,SBrkr,1701,0,1701,Gd,TA,Gd,1,2,0,3,TA,6,2,TA,2,True,611,TA,0,2,0,,,,1,2007,171000
75.0,9317,,Inside,Gtl,SawyerW,1Fam,2Story,7,5,1993,False,1993,Gable,CompShg,Gd,TA,PConc,740,GasA,Ex,Y,SBrkr,1006,769,1775,Gd,TA,No,1,2,1,3,Gd,7,1,TA,2,True,425,TA,234,2,72,,,,7,2009,213000
36.0,15523,,CulDSac,Gtl,CollgCr,1Fam,1Story,5,6,1972,False,1972,Gable,CompShg,TA,TA,CBlock,864,GasA,Ex,Y,SBrkr,864,0,864,TA,TA,Av,1,1,0,3,TA,5,1,Fa,1,True,338,TA,0,2,0,,,,8,2009,133500
75.0,45600,,Inside,Gtl,ClearCr,1Fam,1.5Fin,6,8,1908,False,1997,Gable,CompShg,TA,TA,BrkTil,907,GasA,TA,Y,SBrkr,1307,1051,2358,TA,TA,No,0,3,0,5,TA,10,1,Gd,2,True,360,TA,486,2,40,,,,9,2008,240000
